0.10305  	-0.1047  	-0.3548  	-0.2356  	-0.3362  	-0.0052  	0.01724  	-0.2076  	0.19838  	0.38158  	0.39887  	0.48148  	-0.2594  	-0.5846  	-0.4951  	0.45920  	0.00811  	-0.0567  	0.34957  	0.86028  	0.49213  	-0.0701  	-0.5778  	0.53733  	-0.1910  	0.05420  	-0.5776  	-0.3041  	-0.5650  	-0.4814  	-0.0130  	0.33254  	0.14935  	-0.0023  	0.34496  	-0.2250  	0.28375  	0.07822  	-0.2789  	0.21049  	0.21077  	-0.0297  	-0.0563  	0.17368  	0.10415  	-0.0464  	0.03908  	-0.1039  	-0.0897  	-0.0483  	-0.0934  	-0.0177  	-0.0264  	0.00922  	0.00341  	-0.0203  	0.01471  	-0.0010  	-0.0161  	0.01857  	0.03041  	-0.0058  	0.01725  	-0.0134  	0.03554  	-0.0662  	0.01778  	0.00493  	0.01438  	0.42935  	
-0.2880  	-0.2784  	-0.6542  	-0.4426  	-0.3789  	-0.3273  	0.08920  	-0.3406  	0.13131  	0.45803  	0.50462  	0.36604  	-0.3553  	-0.7644  	-0.6855  	0.25820  	-0.0257  	0.01073  	0.32912  	0.93561  	0.40102  	-0.0561  	-0.6494  	0.50706  	-0.1198  	0.05228  	-0.6310  	-0.2190  	-0.4528  	-0.4770  	-0.0581  	0.31022  	0.10158  	0.01212  	0.32172  	-0.0969  	0.16912  	0.05160  	-0.2746  	0.24259  	0.18167  	0.00267  	-0.0925  	0.17596  	0.10448  	-0.0540  	0.05512  	-0.1265  	-0.0826  	-0.0558  	-0.0776  	-0.0213  	-0.0321  	0.01005  	0.00127  	-0.0339  	0.02824  	0.01176  	-0.0274  	0.02133  	0.02139  	-0.0234  	0.02307  	-0.0182  	0.03554  	-0.0662  	0.01778  	0.00493  	0.01438  	0.42935  	
-0.4152  	-0.3371  	-0.7005  	-0.4476  	-0.3059  	-0.3601  	0.06183  	-0.3457  	0.08432  	0.37896  	0.50291  	0.36417  	-0.4015  	-0.9114  	-0.6393  	0.29967  	-0.0022  	0.00048  	0.35525  	0.91887  	0.47134  	-0.1269  	-0.6379  	0.53319  	-0.1323  	0.05889  	-0.5830  	-0.2538  	-0.4430  	-0.4793  	-0.0569  	0.31913  	0.08061  	0.00506  	0.35446  	-0.1222  	0.19423  	0.04698  	-0.2800  	0.25247  	0.14474  	0.01230  	-0.1298  	0.16868  	0.12829  	-0.0475  	0.05468  	-0.1411  	-0.0930  	-0.0577  	-0.0775  	-0.0142  	-0.0273  	0.00817  	0.00496  	-0.0371  	0.02955  	0.00696  	-0.0205  	0.01720  	0.02098  	-0.0201  	0.02014  	-0.0210  	0.03554  	-0.0662  	0.01778  	0.00493  	0.01438  	0.42935  	
-0.2588  	-0.2915  	-0.6057  	-0.1998  	-0.2465  	-0.1892  	0.04730  	-0.3631  	0.09666  	0.34342  	0.32608  	0.44710  	-0.3212  	-0.7797  	-0.4185  	0.29730  	-0.0158  	-0.0168  	0.32407  	0.89106  	0.41231  	-0.0744  	-0.5776  	0.49422  	-0.1406  	0.07707  	-0.6224  	-0.1983  	-0.4245  	-0.4048  	-0.0403  	0.31750  	0.09386  	0.02057  	0.32829  	-0.1195  	0.15545  	0.02885  	-0.2750  	0.26475  	0.18703  	-0.0041  	-0.1111  	0.18321  	0.12272  	-0.0512  	0.05058  	-0.1392  	-0.1031  	-0.0515  	-0.0796  	-0.0173  	-0.0257  	0.00727  	-0.0023  	-0.0310  	0.03036  	0.00641  	-0.0231  	0.01912  	0.02110  	-0.0124  	0.01589  	-0.0204  	0.03554  	-0.0662  	0.01778  	0.00493  	0.01438  	0.42935  	
-0.2305  	-0.2196  	-0.5475  	-0.2615  	-0.2235  	-0.1684  	0.05023  	-0.3153  	0.09932  	0.42725  	0.18286  	0.43239  	-0.3084  	-0.7185  	-0.4742  	0.31241  	-0.0398  	0.05417  	0.35724  	0.91794  	0.25800  	-0.0309  	-0.6048  	0.46227  	-0.0689  	0.04523  	-0.6570  	-0.0704  	-0.2790  	-0.4163  	-0.0468  	0.29481  	0.07881  	0.03641  	0.26783  	-0.0964  	0.07004  	0.01760  	-0.2257  	0.27209  	0.17777  	-0.0220  	-0.0707  	0.19543  	0.11178  	-0.0588  	0.05943  	-0.1262  	-0.0822  	-0.0622  	-0.0840  	-0.0205  	-0.0243  	0.01000  	0.00541  	-0.0394  	0.02880  	0.01253  	-0.0152  	0.01812  	0.02061  	-0.0145  	0.02227  	-0.0176  	0.03554  	-0.0662  	0.01778  	0.00493  	0.01438  	0.42935  	
-0.2031  	-0.2243  	-0.5706  	-0.0466  	-0.1284  	-0.1477  	0.01886  	-0.3100  	0.10042  	0.39590  	0.18901  	0.52288  	-0.3054  	-0.7425  	-0.3612  	0.34114  	-0.0400  	0.04397  	0.34237  	0.98044  	0.28474  	-0.0653  	-0.6838  	0.47548  	-0.0548  	0.04149  	-0.6695  	-0.0571  	-0.3157  	-0.4145  	-0.0709  	0.30111  	0.08785  	0.03090  	0.35369  	-0.1120  	0.06776  	0.01075  	-0.2169  	0.28087  	0.13091  	-0.0021  	-0.0846  	0.17634  	0.12447  	-0.0586  	0.06069  	-0.1326  	-0.0827  	-0.0564  	-0.0736  	-0.0203  	-0.0233  	0.00910  	0.00607  	-0.0414  	0.03085  	0.01478  	-0.0172  	0.01736  	0.00877  	-0.0172  	0.02308  	-0.0157  	0.03554  	-0.0662  	0.01778  	0.00493  	0.01438  	0.42935  	
-0.1590  	-0.2275  	-0.6534  	0.08292  	-0.0680  	-0.1094  	0.05301  	-0.2875  	0.08929  	0.33641  	0.27479  	0.50599  	-0.3506  	-0.7634  	-0.3650  	0.39647  	-0.0376  	0.01467  	0.34988  	0.96389  	0.38802  	-0.0453  	-0.7302  	0.52822  	0.00367  	0.01980  	-0.5925  	-0.1022  	-0.3339  	-0.3962  	-0.1023  	0.32740  	0.08277  	0.02207  	0.35909  	-0.1180  	0.11252  	0.02133  	-0.2206  	0.30115  	0.10135  	0.02371  	-0.1451  	0.16505  	0.11757  	-0.0517  	0.04833  	-0.1356  	-0.0893  	-0.0702  	-0.0694  	-0.0143  	-0.0262  	0.00964  	0.00216  	-0.0261  	0.03712  	0.00246  	-0.0061  	0.02065  	0.01568  	-0.0211  	0.01385  	-0.0208  	0.03554  	-0.0662  	0.01778  	0.00493  	0.01438  	0.42935  	
-0.0010  	-0.2010  	-0.5488  	0.17970  	-0.0294  	0.02582  	0.04294  	-0.2241  	0.14248  	0.26360  	0.12532  	0.59126  	-0.2792  	-0.5750  	-0.1760  	0.42440  	-0.0344  	-0.0054  	0.33683  	0.93791  	0.39200  	-0.0577  	-0.6973  	0.52142  	-0.0529  	0.04519  	-0.5395  	-0.1464  	-0.3622  	-0.3815  	-0.0873  	0.32397  	0.07357  	0.02709  	0.38658  	-0.1476  	0.12852  	0.01165  	-0.2438  	0.29966  	0.07902  	0.01953  	-0.1148  	0.18355  	0.12783  	-0.0563  	0.04637  	-0.1233  	-0.0901  	-0.0677  	-0.0760  	-0.0171  	-0.0243  	0.00866  	1.98632  	-0.0248  	0.03278  	0.00756  	-0.0149  	0.02088  	0.00985  	-0.0223  	0.00749  	-0.0230  	0.03554  	-0.0662  	0.01778  	0.00493  	0.01438  	0.42935  	
0.06785  	-0.1567  	-0.4769  	0.19096  	-0.0522  	0.06727  	0.04002  	-0.2361  	0.15826  	0.25225  	0.02204  	0.50701  	-0.2416  	-0.5590  	-0.1095  	0.37035  	-0.0337  	-0.0178  	0.31631  	0.91307  	0.38466  	-0.0235  	-0.6809  	0.49212  	-0.0249  	0.02709  	-0.5387  	-0.1341  	-0.3385  	-0.3482  	-0.0804  	0.31757  	0.08835  	0.03100  	0.35960  	-0.1600  	0.12790  	0.00437  	-0.2255  	0.28911  	0.10614  	0.00014  	-0.0973  	0.18704  	0.12430  	-0.0573  	0.04491  	-0.1182  	-0.0861  	-0.0631  	-0.0729  	-0.0181  	-0.0286  	0.00676  	-0.0011  	-0.0229  	0.03222  	0.00841  	-0.0143  	0.01503  	0.01571  	-0.0218  	0.00978  	-0.0242  	0.03554  	-0.0662  	0.01778  	0.00493  	0.01438  	0.42935  	
0.16705  	-0.1472  	-0.3916  	0.15687  	-0.0943  	0.09955  	0.04267  	-0.2258  	0.16836  	0.28624  	0.06323  	0.45357  	-0.2433  	-0.5414  	-0.0745  	0.37138  	-0.0275  	-0.0396  	0.33090  	0.89695  	0.47194  	-0.0113  	-0.6403  	0.50060  	-0.0316  	0.02129  	-0.5456  	-0.2227  	-0.3742  	-0.3780  	-0.0702  	0.32279  	0.11128  	0.03283  	0.38537  	-0.1852  	0.17868  	0.02957  	-0.2442  	0.27817  	0.12624  	0.00288  	-0.0974  	0.19128  	0.11998  	-0.0500  	0.04821  	-0.1194  	-0.0890  	-0.0676  	-0.0766  	-0.0197  	-0.0277  	0.00863  	0.00084  	-0.0191  	0.03283  	0.01124  	-0.0145  	0.01949  	0.01561  	-0.0192  	0.01268  	-0.0271  	0.03554  	-0.0662  	0.01778  	0.00493  	0.01438  	0.42935  	
